URI	Filename	FixedModifications	VariableModifications	Proteomics Data Acquisition Method	Label	PrecursorMassTolerance	PrecursorMassToleranceUnit	FragmentMassTolerance	FragmentMassToleranceUnit	DissociationMethod	Enzyme
https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/98/20CPTAC_PDA_W_JHU_20200121_LUMOS_f06.raw?Expires=1702023811&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=b419~RAza15FtGTzKJfQdZdHbXhhLnvGEbv2W32vjThWx-73AnWivQXDBM7QJhWPwZXx5xCIWWbRfDVQJkA7zd74nkz-yW8MWTLY9iruL5K~Y05XigKFcYOzZLpL~3VAKuQbgkgP1G0jBKfR2F3yH88MedIg1EnTAE8ZQw3sQldRDUo5TH6eSLx5NIk0~gghLXECbHZgC9LjoPBZGCE069dg2UdP8X5qrdan8syJKTWou4REjKQclh-4gjXhpMWG-KPi2pW-ovOGSGbtNmeEugdAFm-m1bs32vEPlEtwWBqfrd14fAHFXtBOP2fy~X~cqY1Wd8MpE09ahqBGYbqJBg__	20CPTAC_PDA_W_JHU_20200121_LUMOS_f06.raw		TMT6plex (K),TMT6plex (N-term)	Data-Dependent Acquisition	tmt11plex	10	ppm	20	ppm	HCD	Trypsin
https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/98/20CPTAC_PDA_W_JHU_20200121_LUMOS_f20.raw?Expires=1702023811&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=QJ1YsmZpgS53JSQzr08ld0KftRgINbBFaxFPAGDz8CmGIs12U~0LtubkAHhpRrnQXPUPwwum9Eakpdnx28T2efntrwShVuwL6kHcy7PyH~SOegYBAutccuV~nQsIf8Fz6JayeIgZ-Wh2lsQPIrbymakHhMDsdSoqWaesi7HkUvNsw7JS97LOLnHGPj5R2IdcH8A6k4QdoRoITWmz2jMxrHGm53FGnRjjFSnJcm18rJqhLNbr45eD93YkLAjHlPF00xkaEsDCB9Vqoj7n42j~wyHhGztFnRIgCCx5hX-60ZNkeDXiW~t9LUmO7uClZ2m-3pFITFbElnJAx7Q8OIZDzA__	20CPTAC_PDA_W_JHU_20200121_LUMOS_f20.raw		TMT6plex (K),TMT6plex (N-term)	Data-Dependent Acquisition	tmt11plex	10	ppm	20	ppm	HCD	Trypsin
https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/98/20CPTAC_PDA_W_JHU_20200121_LUMOS_f23.raw?Expires=1702023811&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=cqlG1Mr0ebAVtGYBnbTSpq8~Xw3zN0eF2FV0VglkLUum99tQ94mr1JhLn-Mc-jkJ~xa9Yjw~tebxDVCPZZOZkHIun-X7KokbBFHirZK~NFNXYmuhqjqZ86RKML10~T5FkOhvkMJEi05bfUCS1d7WlwxyVuDsoUrAy7oX68xBro61QjGKikzRdhtAtxp2vPf~~hOvBi5LSHZd~H0w10fMWeKIXVARGzNIyWAEzi2af1vhCnxSq75SE-LtV3~QCyaFWQxri4iEp6LcJuFsQWI3rPcT9UZlzT4tXhxyM4rRB4-tDGOC9F8DGqIrikJEGJj0WJoY~BM9bCDpSz6TkDG8cA__	20CPTAC_PDA_W_JHU_20200121_LUMOS_f23.raw		TMT6plex (K),TMT6plex (N-term)	Data-Dependent Acquisition	tmt11plex	10	ppm	20	ppm	HCD	Trypsin
https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/98/20CPTAC_PDA_W_JHU_20200121_LUMOS_f11.raw?Expires=1702023811&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=HxPmAnB1suTSGZ6VffVl12-MuwTgkOQxU8WwrGGrpbta43KJzsBVZnwnF-sPLmQaVhGoGS6dhYZp9eDLkdEcBfEbv~Pgw5MKe9ZzgP4qWvIBLszoikmeiZIhZmjpfqaV86AlK36HIduQAWGfEAZU7fgk1LL8OKwvQNHl13~gqWhpi12sGxO4i7gHknMhgyW5cdjWN416~VjjY4wNva~EFnLRirP2eNiilALRPpMqOEBsOPZXaV~Zzb~4IWA9J4yFRPlYI3YCxV34SR-K-CZwgMTK1AXpuTgNlH-eJfxzm59sU8UjwckIWSoVxF8PmmpS~zWZWOvgZYWk1HxqtQDwiw__	20CPTAC_PDA_W_JHU_20200121_LUMOS_f11.raw		TMT6plex (K),TMT6plex (N-term)	Data-Dependent Acquisition	tmt11plex	10	ppm	20	ppm	HCD	Trypsin
https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/98/20CPTAC_PDA_W_JHU_20200121_LUMOS_f08.raw?Expires=1702023811&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=aYCpAYMNninHoDE8ehKbMi9VpcPEoT4S-ksDZ0SZMopYLpkB7Iw5V2qRnG-l4HFLEA8y7mLSACeC4mwCGSTHdNpJxt3HLgZOx~W0fqekzwNT3UekGVMLdJx5YlVVNDZR~k6h2wTGDxAoO7GRX~7LTGxPyOAwxVA48rJuSn8DEDIVkwuqsH2B-3j-J47OzRdDsllPVB~8~tDjxUQUpvnI~bXB9yPBNt05JauDit1YlBEIJcMFIiB2iiCrPDE35rKy6K~UPy0wnqTKWk-crnOaHU4ObzMUi3kcTYEScmhvPArrS~i01mB4rPYuSZpX~EM8RMof1JkRfqbPgmIm6wZveg__	20CPTAC_PDA_W_JHU_20200121_LUMOS_f08.raw		TMT6plex (K),TMT6plex (N-term)	Data-Dependent Acquisition	tmt11plex	10	ppm	20	ppm	HCD	Trypsin
https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/98/20CPTAC_PDA_W_JHU_20200121_LUMOS_f12.raw?Expires=1702023811&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=amMUPDaDex5hc6IWjJY76CX40t6dWPfDGViLcwgO9Bu4fg~620RvVjYrTEDVYiwPGYjL8NCBJFslZ9Ecm0e6~sMJO3kDPVFSPSHxubj4OGqGK-fQZZN3NQf6LrU67uUIZVXH85-2IRh9hoBmbIcgC-97vj9zR~Xq5qIqihZ37CHTWz2ydZNQ8gMBPtb95zobsG1ftns-aP57XDYsU3voBv9cQrltPemaiAKStEZCoV92Z6nAIE2YpcmmP01BJzf2bcv9zTI8PR8ooY1~MSl6bjK1uokgPar6rUBpUsJTVbe6~XLIEJPIFHXhO2SLAWUIYag2MA1TNZ0b~jIb5NjKaw__	20CPTAC_PDA_W_JHU_20200121_LUMOS_f12.raw		TMT6plex (K),TMT6plex (N-term)	Data-Dependent Acquisition	tmt11plex	10	ppm	20	ppm	HCD	Trypsin
https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/98/20CPTAC_PDA_W_JHU_20200121_LUMOS_f17.raw?Expires=1702023811&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=FZmVYnAdRQR5FqpydaD7Ao5V8uF76UA2DK7V-QWsDbzrifPJXJCbpdpGUZ-ke3eSjGBm0Y2ftGq3XEXQZzpZsdmvwX7XU1bAHNBm0KTnbA2mk-0URU6BRzRbHdYD9x3bQp~WvPduIwjhiiGhEPG6lOHjWWEC1xHZEc4yNqxyyMCbJ5wXw08l0qe-~isDCfbHp8VL71cHkVSp~1FIJuBRpeBJugvE59FzVma3VQvG1jn2YKZTOtvfPeK-hDWq0SuU7of8-KSglJaKySZVToYUqIpoR5BN0sYocjDXZ61uZ3mWxJsusLssqjzUFLAkmdnexZKQZWmWmjKOyLcIUcT81w__	20CPTAC_PDA_W_JHU_20200121_LUMOS_f17.raw		TMT6plex (K),TMT6plex (N-term)	Data-Dependent Acquisition	tmt11plex	10	ppm	20	ppm	HCD	Trypsin
https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/98/20CPTAC_PDA_W_JHU_20200121_LUMOS_f10.raw?Expires=1702023811&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Upjj7MIOJ3XDpCTOfqB052p5qMTnmcEs2ssGngedAFhTcIWpBcZJwixghlk~wcErrSYT74HAmdlAvIP-AW99GGWRMf~3is3ZTeYzx9FG3PKAqUBiRR0g420aiJpPVUhHRpBai3OxMNRmYsY0MfCJFhlabHk6RKA7CNpfydnzZIUGO1M13cB-1PlZl7TuXuKmsKXdIAD1Tvsolu88U38s8EkYVea2JLFrLaziFDtK1l91Ud7dAdcKWcOMPv9Io2gGqLveANGoRExSmQxKJ04GOHTtOAvNvDvZzf67QT66dwGZK0oZLOWkfXXH1qEe4WnhBZm-N7R5hQrLXXnOnIgCwQ__	20CPTAC_PDA_W_JHU_20200121_LUMOS_f10.raw		TMT6plex (K),TMT6plex (N-term)	Data-Dependent Acquisition	tmt11plex	10	ppm	20	ppm	HCD	Trypsin
https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/98/20CPTAC_PDA_W_JHU_20200121_LUMOS_f21.raw?Expires=1702023811&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=awuwr-t92UE1dK6epEpiZ9oG~msBfIz3akjzK8KHkHeRSdElJycGSqzBDvP4EjLsM0Sdnw~lsm1~~II8YQeHXqMZOPyNOzEDnYeUeh60J8J8yNZBsnHHBzAjK2kW7Q-rUq75g5~mVFE3zeHDS0E5NBO--bS2X8TR7sluSmzhHnjntyg0lrii9eq6z75SZ840mxSEimtH~eLucZliAAQxdvxgcM6qgdNQr5JUj11-dMXFKSr0d2cn~m7urwgsrPmYXlgf7UnvDK7vwr6XaQJjLTuDSpLWmI28y3eXdp2ySl4f8XNU2qvHImylyBnVQ1~0SLOdgekFxOGwowz-iv~3kA__	20CPTAC_PDA_W_JHU_20200121_LUMOS_f21.raw		TMT6plex (K),TMT6plex (N-term)	Data-Dependent Acquisition	tmt11plex	10	ppm	20	ppm	HCD	Trypsin
https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/98/20CPTAC_PDA_W_JHU_20200121_LUMOS_f16.raw?Expires=1702023811&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=VXkHKe71gHxJP0W9QUVFejVbvtihR3Ug4Q7Lh6hHywIYIbQ7DmhBV1B5sKopaqsSjPwpw1VUTfshHxOa4OpdiYmBnmUQVIYjnAAgd9kuku5YJAsxOeWDY56Jiu6JliwBTpEJnmmwPENbi6gHqOJ5GZM8vELcTngaXPyJHC6CU0qbSPpA15NoXQOKm13Y9DzZybeDc5EStMNlnGvfU8djC6NHnKq9bh~9uei7o~VbH7Lq2pC-iHWsexRmXuqSjZceYjm6a4oD7w9L-MQrLYwgSo3aYu~rsSaP7tihpExwrP0whpy2KQnbC8Iteg9KfKgSzBjbq5gaW4CUNGSDJqDqSQ__	20CPTAC_PDA_W_JHU_20200121_LUMOS_f16.raw		TMT6plex (K),TMT6plex (N-term)	Data-Dependent Acquisition	tmt11plex	10	ppm	20	ppm	HCD	Trypsin
https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/98/20CPTAC_PDA_W_JHU_20200121_LUMOS_f05.raw?Expires=1702023811&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=cgxsScOP4GhbSIVcIrd6NIrYkkDoxHafNCkgSaHmd2nIU9cj7C29yinKLSfsJzXSAzYML7Lhbap31vuAKEjAUum12EDC217fLV0pqjf0J9u1vI90fRoIl8t7AiwJoA3AGq2~Npzp45VxlGd-8ChOKsuY7KbPjE~mw8E61FA-CphzKsiSpre2yvZS9NxaTaljCz1nIhw6so7-QmFHcq3TmrS2ILoIEPAU-x1M0CXY6vABqzldHr8-5gto~EfDvMKOKrAQcpBECpzoZcQWnLrjnqHo4QNCMUSMzFIumjvAmkEPxFcLmArhMEvKNwouOvrE2eowwedZ3gQ4G08ItMYhFw__	20CPTAC_PDA_W_JHU_20200121_LUMOS_f05.raw		TMT6plex (K),TMT6plex (N-term)	Data-Dependent Acquisition	tmt11plex	10	ppm	20	ppm	HCD	Trypsin
https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/98/20CPTAC_PDA_W_JHU_20200121_LUMOS_f09.raw?Expires=1702023811&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=gHbhOtb1pOlVSh8VbAApDiR3GAwsOL2NNLICD8L9OnMqi1UsRAJAUZJWqsOmv4cLizAzdEECDXagVpG2m6WhhRpbapk-ubsHXmRuydnEi6YhRxq5qvF6B8yeAYUh00Cv5I90C~kM2E495tbg-mHFDj01zebR0wFdatXyLXcKg5LVtQsYPOAFqOJ86~5lfNGz-21uIGWft65gYWIj0YZzqJ~~gFcTDITXPpxaBlvXpLm9JSpx3jEJ-ecRYDjUIY5gpqy7ThUHqTlRO5h1iMzf0cPCifl-g4IRucywOyprRB-JaObQdNqsOc-XtN1ATFqFQUKW~bSJmrfXZpC~W7mP8A__	20CPTAC_PDA_W_JHU_20200121_LUMOS_f09.raw		TMT6plex (K),TMT6plex (N-term)	Data-Dependent Acquisition	tmt11plex	10	ppm	20	ppm	HCD	Trypsin
https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/98/20CPTAC_PDA_W_JHU_20200121_LUMOS_f03.raw?Expires=1702023811&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=UWqVS9~2RyNyHB79iYFw3g8AqO0Ny1hGnOsxl~lfT9ipqJhPBW0pjgXBrqutpbz1XotSaXhAu9NDG-keBJRqagv7FiVriS8wS2g30erIxpx3TD1cvt6WiVDKs9Clp3YEtCyo4rGAoGwfv7S-zmbwOzkfeEcNj0SsF94ZMKmPx--A3gJiDwyE0oxkAP7yMPLND5hqJpnaRJGfuJYqjS-3VJSAmVYTLQ39VZLrhelDxDWfwZZTixDs6rmuOcZtuhNqVqPajMApC-9UQGX5g6DtgAWeGrUeziInLH3p3VEQUgpB1LJrvs~Q9XRos5Nai6k7JkunUm0cw2bKY-waHVf22A__	20CPTAC_PDA_W_JHU_20200121_LUMOS_f03.raw		TMT6plex (K),TMT6plex (N-term)	Data-Dependent Acquisition	tmt11plex	10	ppm	20	ppm	HCD	Trypsin
https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/98/20CPTAC_PDA_W_JHU_20200121_LUMOS_f14.raw?Expires=1702023811&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=PckRJN1TY21Zda9zmA~OSfxIZs5Wo2DDeWgrgKfhXkokWDHDvWkdSyrt61yu-0fohNEZpxO7rXZpg3sjvzso7pRQn7I~ra1JP0CJglRD2cgd8dCNb07RJEg8NLxVkVCZUBdx560rpa~BDvBevxqjB3n7ISBIQvgx0PlPK-Q2-h397tpwApXhI9KU09hvZeREIt1o2rVElMofp4JAT4x0GZEjoX3unaP2BdxnhKpXfRpbOYRDuTIjE20jt0rHxvEmbCjB5Y0Tag7q~PMssnP8Dxbkzbx1IfSIiVMXN1pT9-dk~SlR5l3cCGMH7gbmNBosBf4gYgGBv99wp6qlVfBOYQ__	20CPTAC_PDA_W_JHU_20200121_LUMOS_f14.raw		TMT6plex (K),TMT6plex (N-term)	Data-Dependent Acquisition	tmt11plex	10	ppm	20	ppm	HCD	Trypsin
https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/98/20CPTAC_PDA_W_JHU_20200121_LUMOS_f24.raw?Expires=1702023811&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=JiiOTu4nnQGY5wXAPtjBmX6j7OjkrsH3kfOibZPpJitCEilKW0uMki~P1PekAyFtOUCXDVYjrS5w9kKAnI7nSSdLT84Gdj~JiEsOTe~czzUnlb3Sd6ocBUwEmORWZKdPhVNRubO-Y2jn12trafyH6GGQls2~z4tkhOMX53Jazxb5y-uvOVJ6vIXiu09~dTnHIiJzES-w~i0pBJhBlGRwBxF3iN-IKNTCTbJxU0sqxvnTfKzagDYpUYMrQ5S055hYBpjH0OhPFvBpm2FMbqGqsjkayNdcQ8kOlDjk8uIpondoXiKXqWs~eV0p2ofx2fNuJkPPIKVytQL7Z9VF0NzCqQ__	20CPTAC_PDA_W_JHU_20200121_LUMOS_f24.raw		TMT6plex (K),TMT6plex (N-term)	Data-Dependent Acquisition	tmt11plex	10	ppm	20	ppm	HCD	Trypsin
https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/94/98/16CPTAC_PDA_W_JHU_20200103_LUMOS_f24.raw?Expires=1702023811&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=S-~un5OaSMoSdjIQ5C8SMbl8JHSlGwriKxwJoFNCTbLPEGhJ1v8nVz9V188zFWl4-6W14YIi~4f8u~6qBIxqVifR-6KGTe3-D34n-Zumkte2daOfrhTyGDQDE5zha5G1JWtV5qWiCvutMdpa3cy7AY7rQb~9dt8q6AJFSVGAS~zX~c--C8eUtnn4tjaCPpKzo-jL7pebQRwY4CgjFP9Bzb0JQ5gorB5V4evdFZOQAAF3P5tP7sQZQ8WEA1fZpTMV8~aZwBhgySNl2fv~IjTrGbQabuiWK5E7Uc5QwxSiI-04pj7o-9h7SoABez6NuEnIADSTQUcMVE10bypSxIfBaQ__	16CPTAC_PDA_W_JHU_20200103_LUMOS_f24.raw		TMT6plex (K),TMT6plex (N-term)	Data-Dependent Acquisition	tmt11plex	10	ppm	20	ppm	HCD	Trypsin
